,job_id,job_title,company,state,district,location_desc,category,role,min_salary,max_salary,type_salary,date
28653,74807190,Electrical Engineer,Dfiniti Technologies Sdn. Bhd.,01,,johor bahru district,11,electrical-engineer,3500.0,4500.0,monthly,2024-03-29
28654,74807210,Digital Marketing Executive,Premier Plus Property Sdn. Bhd.,01,,johor bahru district,21,digital-marketing-executive,3500.0,5000.0,monthly,2024-03-29
28655,74812786,Human Resource Executive  äººåèµæº - Beauty Industry,Dr. Solutions Cosmeceutical Plt,10,1007,petaling,16,human-resource-executive,3500.0,4500.0,monthly,2024-03-29
28656,74782923,Head of Brand (Buyer Executive),Al-Ikhsan Sports Sdn. Bhd.,14,,kuala lumpur,21,Head-of-Brand,2500.0,3500.0,monthly,2024-03-28
28657,74817785,Digital Content Creator (Main Video),Elogio Asia Pacific Sdn. Bhd.,10,1007,petaling,09,digital-content-creator,3200.0,4500.0,monthly,2024-03-30
28658,74810361,Digital Marketing Executive,Happy Family Well-Being Sdn. Bhd.,10,1007,petaling,21,digital-marketing-executive,2500.0,3500.0,monthly,2024-03-29
28659,74810340,Entry Level Sales Executive (Immediate Hiring!) for PJ  & JB,Region Suppliers Sdn. Bhd.,10,1007,petaling,25,sales-executive,3000.0,4500.0,monthly,2024-03-29
28660,74813551,Senior HR Executive,Million Precision Time Sdn. Bhd.,01,,johor bahru district,16,human-resource-executive,4400.0,5300.0,monthly,2024-03-29
28662,74781355,"HR Executive (Based in Johor, supporting J&T SG)",J&T Express (Malaysia) Sdn. Bhd.,01,,johor bahru district,16,human-resource-executive,4000.0,5000.0,monthly,2024-03-28
28663,74810184,Human Resource Executive,Riken Keiki Sdn. Bhd.,14,,kuala lumpur,16,human-resource-executive,3500.0,4500.0,monthly,2024-03-29
28664,74751057,SAFETY & HEALTH CUM ADMIN EXECUTIVE,Nishinihon (Malaysia) Sdn. Bhd.,01,,johor bahru district,16,administrative-executive,4000.0,6000.0,monthly,2024-03-27
28665,74807957,Procurement Assistant,Shiningwaytechnology,10,10,shah alam/subang,20,procurement-assistant,2000.0,3000.0,monthly,2024-03-29
28666,74808949,Account Executive,Monogram Concepts Sdn. Bhd.,10,1007,petaling,25,account-executive,3000.0,4500.0,monthly,2024-03-29
28668,74823154,Retails Pharmacist (Work in Singapore) (ID: 553809),Persolkelly Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd),14,14,bandar malaysia,14,retail-pharmacist,15771.0,20277.0,monthly,2024-03-31
28669,74808905,Internship Finance / Accounting,Quanterm Logistics Sdn. Bhd.,10,10,shah alam/subang,00,accounting,999.0,1000.0,monthly,2024-03-29
28670,74817799,Chinese Speaking Sales Representative,Airnergy Sdn. Bhd.,10,10,klang district,25,sales-representative,2500.0,3750.0,monthly,2024-03-30
28671,74817929,Operation Manager,Cezars Kitchen Sdn. Bhd.,10,,selangor,15,operations-manager,5500.0,6500.0,monthly,2024-03-30
28672,74813613,"Executive, Management Trainee",Pa Recruitment (Kl) Sdn. Bhd.,14,14,kuala lumpur city centre,19,management-trainee,2800.0,3500.0,monthly,2024-03-29
28677,74810425,Personal Assistant to Director,Qc Scientific (M) Sdn. Bhd.,10,1007,petaling,01,personal-assistant-to-director,4000.0,5000.0,monthly,2024-03-29
28678,74810238,Social Media Executive cum customer relation,Medicommand Plt,10,1007,petaling,02,social-media-executive,1800.0,2200.0,monthly,2024-03-29
28680,74808053,Internship for Sales & Customer Service,Dorner (M) Sdn. Bhd.,07,,penang island,25,customer-service-role,,1000.0,monthly,2024-03-29
28683,74783086,Admin Clerk ä¹¦è®°,Heng Hup Metal Sdn. Bhd.,10,10,shah alam/subang,01,administration-clerk,1800.0,2300.0,monthly,2024-03-28
28684,74810045,Industry Research Analyst,Smith Zander International Sdn. Bhd.,14,,kuala lumpur,08,research-analyst,4000.0,4500.0,monthly,2024-03-29
28685,74810656,Accounts Executive,Ns Alyance Resources Sdn. Bhd.,10,1002,hulu langat,00,accounts-executive,3000.0,4500.0,monthly,2024-03-29
28686,74809228,Sales Admin Executive,Perfect Distribution Sdn. Bhd.,01,,johor bahru district,01,Sales-Administration-Executive,2000.0,2800.0,monthly,2024-03-29
28687,74808086,Account Executive,United Metal Holdings (Sc) Sdn. Bhd.,10,10,klang district,00,account-executive,3000.0,4500.0,monthly,2024-03-29
28688,74810813,Business Development Executive,Ndics Malaysia Sdn. Bhd.,10,1007,petaling,25,business-development-executive,3500.0,5000.0,monthly,2024-03-29
28691,74811328,Accounts Assistant,Ns Alyance Resources Sdn. Bhd.,10,1002,hulu langat,00,accounts-assistant,2000.0,3000.0,monthly,2024-03-29
28692,74810657,Admin & Accounts Co-ordinator,Reproprint Solutions Sdn. Bhd.,14,,kuala lumpur,01,account-coordinator,2000.0,2300.0,monthly,2024-03-29
28693,74807778,Customer Service Outbound,Persolkelly Workforce Solutions Malaysia Sdn. Bhd.,07,,penang,05,outbound-customer-service-role,1700.0,1900.0,monthly,2024-03-29
28694,74818413,TEAM LEAD - ENGINEER,Speed Tech Ict Sdn. Bhd.,06,0602,seberang perai,11,engineering-lead,4800.0,7000.0,monthly,2024-03-30
28695,74817627,Outdoor Sales,Pcl Global Freight Sdn. Bhd.,10,10,klang district,20,sales,3000.0,4500.0,monthly,2024-03-30
28698,74780458,éè´­ååºå­Purchasing and Inventory Executive (FRESH GRADUATE WELCOMED),Honglee Group (M) Sdn. Bhd.,01,,johor bahru district,20,inventory-executive,2500.0,3500.0,monthly,2024-03-28
28702,74810540,English Reading Specialist Teacher,I Can Read Malaysia (Literacy Hub Sdn Bhd),14,,kuala lumpur,10,specialist-teacher,3000.0,3500.0,monthly,2024-03-29
28704,74810135,IT System Support,Agensi Pekerjaan Lewis Talent Consulting Sdn. Bhd.,14,,kuala lumpur,17,information-technology-systems-support,3500.0,4000.0,monthly,2024-03-29
28706,74807723,Application Engineer,Micronaire Global Sdn. Bhd.,10,10,klang district,11,applications-engineer,3500.0,4200.0,monthly,2024-03-29
28707,74810303,Senior Executive - Technical Purchasing,Rw Ship Management Sdn. Bhd.,14,,kuala lumpur,20,purchasing-role,5200.0,7700.0,monthly,2024-03-29
28713,74809101,UI/UX Designer,Amtel Cellular Sdn. Bhd.,10,10,shah alam/subang,09,ux--ui-designer,4000.0,6000.0,monthly,2024-03-29
28714,74807727,Site Safety Supervisor,Crfg Malaysia Berhad,13,1306,miri division,07,Site-Safety-Supervisor,4000.0,6000.0,monthly,2024-03-29
28717,74763482,Record to Report Executive (RTR) - General Ledger,Crown Worldwide Shared Services Sdn. Bhd.,10,1007,petaling,00,Executive,3500.0,4500.0,monthly,2024-03-27
28720,74807561,Production Admin (AutoCAD Drafters),Tek Seng Sdn. Bhd.,07,,penang,01,autocad-drafter,2000.0,2600.0,monthly,2024-03-29
28723,74810094,Quality Engineer,Dhl Supply Chain (Malaysia) Sdn. Bhd.,07,,penang island,20,quality-engineer,4500.0,6000.0,monthly,2024-03-29
28724,74807067,NPI Engineer,Uis Technologies Sdn. Bhd.,07,,penang,11,New-Product-Introduction-Engineer,4000.0,5500.0,monthly,2024-03-29
28725,74799672,"Boutique Manager (Fashion, Menswear)",Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,14,,kuala lumpur,24,boutique-manager,4000.0,6000.0,monthly,2024-03-28
28726,74807079,SALES & CREDIT ADMIN EXECUTIVE,Anvil Kevo Sdn. Bhd.,10,1007,petaling,01,administrative-executive,4000.0,6000.0,monthly,2024-03-29
28727,74779700,Sales Coordinator (Admin & Office Support),Pansar Company Sdn. Bhd.,01,,johor,01,sales-coordinator,2500.0,3500.0,monthly,2024-03-28
28731,74753088,SITE ENGINEER,Blessplus Sdn. Bhd.,01,,johor,11,site-engineer,4500.0,6000.0,monthly,2024-03-27
28733,74807480,Senior Accounts Executive (3 Positions),Hck Capital Group,10,1007,petaling,00,accounts-executive,4000.0,6000.0,monthly,2024-03-29
28734,74811859,Internship For Account / Tax / Audit Assistant,Aes Management Sdn. Bhd.,10,1002,hulu langat,00,audit-assistant,1500.0,2000.0,monthly,2024-03-29
28739,74754088,Digital Marketer Executive,Nadi Meditech Sdn. Bhd.,14,14,sungai besi,21,digital-marketer,2500.0,3500.0,monthly,2024-03-29
28746,74813683,Senior Software Developer,Sales Connection - Good Works Technology Sdn. Bhd.,10,1007,petaling,17,software-developer,5500.0,8000.0,monthly,2024-03-29
28747,74807888,Storeman,Saybolt Malaysia Sdn. Bhd.,01,,johor bahru district,22,storeperson,2500.0,3000.0,monthly,2024-03-29
28748,74810465,PURCHASING EXECUTIVE,Zw Packaging Sdn. Bhd.,06,0602,seberang perai,20,purchasing-executive,3000.0,4000.0,monthly,2024-03-29
28749,74807356,Retail Assistant,Emo Book Services Sdn. Bhd.,10,1007,petaling,24,retail-sales-assistant,1500.0,1600.0,monthly,2024-03-29
28751,74811812,Front Office Manager,Thr Hotel (Kuala Tahan) Sdn. Bhd.,06,0604,jerantut district,15,front-office-manager,4300.0,4500.0,monthly,2024-03-29
28752,74810555,Technical Engineer,Ajc Ventures Sdn. Bhd.,14,,kuala lumpur,11,technical-engineer,4000.0,6000.0,monthly,2024-03-29
28754,74792944,CONVEYANCING,Private Advertiser,14,,kuala lumpur,19,,4000.0,6000.0,monthly,2024-03-28
28755,74799697,"Retail Supervisor (Fashion, Menswear)",Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,14,,kuala lumpur,24,store-supervisor,3500.0,5000.0,monthly,2024-03-28
28756,74810811,Product Specialist,Easmed Sdn. Bhd.,10,,selangor,21,product-specialist,4000.0,5000.0,monthly,2024-03-29
28757,74812250,"Senior Executive, Internal Audit",Kossan Rubber Industries Berhad,10,,selangor,00,Internal-Audit-Executive,5000.0,7500.0,monthly,2024-03-29
28759,74808849,PROPERTY ENGINEER,New World Suites Sdn. Bhd.,13,1302,bintulu division,11,Property-Engineer,4000.0,6000.0,monthly,2024-03-29
28760,74807134,Junior Marketing Executive,Sw Food & Bar Concepts Sdn. Bhd.,10,1007,petaling,21,marketing-executive,2800.0,3500.0,monthly,2024-03-29
28763,74810791,Product Specialist,Easmed Sdn. Bhd.,08,,perak,21,product-specialist,4000.0,5000.0,monthly,2024-03-29
28764,74754769,EMBRYOLOGIST,Kesuburan Sentosa Sdn. Bhd.,01,,johor bahru district,26,embryologist,3500.0,5000.0,monthly,2024-03-29
28766,74822839,Architect / Draughtman,Y'Shin Architect,14,14,bukit jalil,09,draftperson_2,3000.0,4500.0,monthly,2024-03-31
28767,74780331,Personal Assistant (Management Trainee),Premier Plus Property Sdn. Bhd.,01,,johor bahru district,01,assistant-manager,5000.0,7000.0,monthly,2024-03-28
28768,74774567,Accounts Executive,Medinex Limited,01,,johor bahru district,00,accounts-executive,3000.0,4200.0,monthly,2024-03-27
28773,74814531,Assistant to Director,Horizon Holidays Sdn. Bhd.,14,,kuala lumpur,01,assistant-to-the-director,3000.0,3499.0,monthly,2024-03-29
28775,74809352,Branch Operation Admin Executive (Mandarin Speaking),Nirvana Memorial Park (Kuantan) Berhad,06,0605,kuantan district,01,administrative-executive,2800.0,3900.0,monthly,2024-03-29
28776,74821672,Land Surveyor,Private Advertiser,07,,penang,07,land-surveyor,3500.0,4500.0,monthly,2024-03-31
28780,74807392,Personal Banker Mortgage - Perak,Rhb Banking Group,08,,perak,03,personal-banker,3000.0,4500.0,monthly,2024-03-29
28783,74807655,Purchasing/Inventory Control cum Admin,Epod Global Station Sdn. Bhd.,04,,melaka tengah,20,purchasing/inventory,2500.0,3000.0,monthly,2024-03-29
28784,74751126,Accounts Executive è¡æ¿ä¼è®¡,Domes Marketing Sdn. Bhd.,10,10,kajang/bangi/serdang,00,accounts-executive,3500.0,5000.0,monthly,2024-03-27
28785,74807368,Auction Clerk,Livelybid Sdn. Bhd.,10,1007,petaling,01,clerk,2200.0,3000.0,monthly,2024-03-29
28786,74808334,IT System Development and Support,Appewise Sdn. Bhd.,14,,kuala lumpur,17,,2000.0,3000.0,monthly,2024-03-29
28787,74807000,Management System Consultant,Magcolm Solutions Sdn. Bhd.,,,jalan ipoh,26,systems-consultant,3500.0,5000.0,monthly,2024-03-29
28789,74807557,Senior Purchasing Executive,Zodiac Capital Sdn. Bhd.,10,1007,petaling,20,purchasing-executive,4500.0,6400.0,monthly,2024-03-29
28791,74807535,Site Supervisor (M&E),Crfg Malaysia Berhad,13,1306,miri division,07,site-supervisor,3000.0,4500.0,monthly,2024-03-29
28792,74810127,Quality Engineer,Escatec Mechatronics Sdn. Bhd.,01,,johor bahru district,20,quality-engineer,3100.0,4600.0,monthly,2024-03-29
28793,74775838,Digital Marketing Executive,Pilatique Pilates & Physiotheraphy Studio,14,,kuala lumpur,21,digital-marketing-executive,3500.0,5000.0,monthly,2024-03-27
28794,74790055,Customer Service Associate,Concentrix,14,,kuala lumpur sentral,05,customer-service-associate,3500.0,3800.0,monthly,2024-03-28
28798,74787190,Accounts Receivable Officer (Executive Level) - Kuala Lumpur,Recron (Malaysia) Sdn. Bhd.,14,,kuala lumpur,00,accounts-receivable-officer,2500.0,3200.0,monthly,2024-03-28
28800,74729326,IT Executive (Application Support),Ukm Specialist Centre Sdn. Bhd.,14,1402,cheras,17,application-support,2500.0,3500.0,monthly,2024-03-26
28801,74808825,Product Specialist,Ryuyi Consultation Sdn. Bhd.,10,1007,petaling,25,product-specialist,3000.0,4500.0,monthly,2024-03-29
28803,74793304,Head of AMBD (Account Management & Business Development),Private Advertiser,14,,kuala lumpur,25,business-development,6000.0,8500.0,monthly,2024-03-28
28804,74810786,Product Engineer,Advanced Energy Industries (Malaysia) Sdn. Bhd.,07,,penang,11,product-engineer,4500.0,6700.0,monthly,2024-03-29
28805,74779656,Office Administrator,Cheksern Young Builders Sdn. Bhd.,10,,selangor,01,office-administrator,2300.0,3000.0,monthly,2024-03-28
28806,74809322,Credit Admin Executive (Mandarin Speaking),Nirvana Memorial Park (Kuantan) Berhad,06,0605,kuantan district,03,administrative-executive,2800.0,3900.0,monthly,2024-03-29
28807,74808644,Financial Managers & Controllers,Datai Plantations Sdn. Bhd.,10,1007,petaling,00,financial-manager_2,9000.0,13500.0,monthly,2024-03-29
28810,74788106,Accounts Associate,Wecare Mobile Services Sdn. Bhd.,07,,penang island,00,accounts-associate,2700.0,3900.0,monthly,2024-03-28
28812,74808838,Account cum Admin Executive,Semaian Jitra Sdn. Bhd.,10,10,klang/port klang,00,Accounts-and-Administration-Executive,2800.0,4000.0,monthly,2024-03-29
28813,74783981,Human Resources Assistant / Executive,House Of Cards Limited,14,14,desa parkcity,16,human-resource-executive,3500.0,4500.0,monthly,2024-03-28
28814,74807292,Personal Banker - Selangor,Rhb Banking Group,10,,selangor,03,personal-banker,3000.0,3500.0,monthly,2024-03-29
28815,74812312,Assistant Accounts Manager,Std Forms Mfg Sdn. Bhd.,01,,johor bahru district,00,assistant-accounts-manager,5500.0,6800.0,monthly,2024-03-29
28816,74816675,Regional Payroll Specialist (Singapore Market),Michael Page International (Malaysia) Sdn. Bhd.,10,,selangor,16,payroll-specialist,,6000.0,monthly,2024-03-30
28817,74800446,Administrative Assistant (Techero Division),Cg Computers Sdn. Bhd.,14,14,kuala lumpur city centre,01,administration-officer,2500.0,3200.0,monthly,2024-03-28
28818,74808608,PROJECT COORDINATOR,Udani Carpets Sdn. Bhd.,14,,kuala lumpur,24,project-coordinator,2500.0,2800.0,monthly,2024-03-29
28820,74810272,"Exec HRA / Senior Exec, HRA",Lavo Selangor Sdn. Bhd.,10,,selangor,16,,4500.0,6300.0,monthly,2024-03-29
28821,74810141,[Urgent Hiring] Mandarin Customer Service,Agensi Pekerjaan Talentconsult Sdn. Bhd.,14,,kuala lumpur sentral,05,customer-service-role,3500.0,5000.0,monthly,2024-03-29
28823,74808722,"Manager, Corporate Finance & Treasury",United Malayan Land Bhd.,14,,kuala lumpur,00,corporate-finance-manager,8000.0,10000.0,monthly,2024-03-29
28825,74807502,Site supervisor (Civil & Structural),Crfg Malaysia Berhad,13,1306,miri division,07,civil-site-supervisor,4000.0,5500.0,monthly,2024-03-29
28827,74812872,Shipping Coordinator,Hong Guan Tackle (M) Sdn. Bhd.,01,,johor,28,shipping-coordinator,3000.0,3500.0,monthly,2024-03-29
28828,74810532,Customer Service | Insurance Industry - KL Sentral (ä¸­æå®¢æ),Agensi Pekerjaan Talentvis Malaysia Sdn. Bhd.,14,,kuala lumpur sentral,05,customer-service-consultant-insurance,2600.0,3800.0,monthly,2024-03-29
28832,74810022,Social Media Specialist (Contract - Apr to Aug),Eadess Sdn. Bhd.,14,,kuala lumpur,21,social-media-specialist,3000.0,3500.0,monthly,2024-03-29
28833,74807518,Senior/Account Executive,Azti Engineering (M) Sdn. Bhd.,14,,kuala lumpur,00,account-executive,2800.0,4000.0,monthly,2024-03-29
28834,74779011,Account Officer,Charoen Pokphand Group Malaysia,10,1007,petaling,00,account-officer,2900.0,3500.0,monthly,2024-03-28
28835,74810568,Operation Coordinator ï¼ä¸å¡è¡æ¿åè°åï¼,Ccic Malaysia Commodities Inspection Sdn. Bhd.,10,10,klang/port klang,01,operations-coordinator,2600.0,3200.0,monthly,2024-03-29
28839,74781856,Admin Account,Kedai Emas Perling Sdn. Bhd.,01,,johor bahru district,01,accounts-role,2000.0,2500.0,monthly,2024-03-28
28841,74807993,Sales Admin and Credit Control Executive,Enotek Engineering Sdn. Bhd.,10,10,kajang/bangi/serdang,00,credit-control-executive,2500.0,3500.0,monthly,2024-03-29
28842,74801949,Sales Admin Executive (Commercial Executive),Lgms / Le Global Services Sdn. Bhd.,10,1007,petaling,01,Sales-Administration-Executive,3000.0,4500.0,monthly,2024-03-28
28847,74807875,Site Manager,Nirvana Asia Group,02,0204,kuala muda,24,site-manager,5000.0,6000.0,monthly,2024-03-29
28848,74782562,Student Services Affairs and Admin,Malaysian Han Studies,04,,melaka tengah,01,administration,2000.0,2300.0,monthly,2024-03-28
28849,74794780,Technical Service Engineer,"Sungrow Power (Hong Kong) Co., Limited",14,,kuala lumpur,11,technical-services-engineer,3800.0,4588.0,monthly,2024-03-28
28850,74808366,Accounts Department Assistant Manager/ Manager,Le Inoova Sdn. Bhd.,10,10,shah alam/subang,00,department-manager,6000.0,9000.0,monthly,2024-03-29
28853,74810409,Technician,United Straits M & E Sdn. Bhd.,14,14,mid valley city,29,technician,1800.0,2200.0,monthly,2024-03-29
28854,74810689,Government and Authority Liaison Manager,Nct Pmc Sdn. Bhd.,10,1007,petaling,23,liaison-manager,6500.0,8000.0,monthly,2024-03-29
28855,74808495,Teachers (Early Year Program),My Little Tillage Sdn. Bhd.,10,1007,petaling,10,teacher,2400.0,3300.0,monthly,2024-03-29
28856,73479542,Customer Service Executive- Bahasa Melayu,Teleperformance Malaysia Sdn. Bhd.,07,,penang island,05,customer-service-executive,3700.0,4100.0,monthly,2024-03-28
28857,74801670,HR & Admin Executive,Institut Memandu Bunga Raya Sdn. Bhd.,01,,johor bahru district,16,Human-Resources-and-Administration-Executive,4000.0,5000.0,monthly,2024-03-28
28862,74807325,Senior Business Development Executive,Gt-Max Construction Sdn. Bhd.,10,10,shah alam/subang,25,business-development-executive,5000.0,7000.0,monthly,2024-03-29
28863,74796078,ASSISTANT OPERATION MANAGER,Yes Travel & Holidays S/B,14,,kuala lumpur,01,assistant-operations-manager,4000.0,5500.0,monthly,2024-03-28
28865,74755613,Executive Central Control Room (CCR),Hlmg Management Co Sdn. Bhd.,08,0805,kampar district,20,Executive,3300.0,4500.0,monthly,2024-03-27
